[Info   :SlimeRancher2-AP] [AP-Dump] ===== SHOP CONDITION DUMP =====
[Info   :SlimeRancher2-AP] [AP-Dump] Category 'NightMarket'  providers=2
[Info   :SlimeRancher2-AP] [AP-Dump]  Group[0] 'NightMarket_BaseRuleSet'  groupCondition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]   Table[0] 'NightMarket_BaseTable'  fixedItems=True
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[14] '4cfb1db894581534a873890a8ae12c16'  cost=200nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[15] '07744a8b90a3c404b9a70b567bf5477b'  cost=800nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[16] 'cc0f0d81d2178ff45baef3a79d646382'  cost=500nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[17] 'c86ed8d23cc7aba4d82dba3651691d53'  cost=500nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[18] 'a0ef3480839951e48943a616deb34356'  cost=1200nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[19] '7ab315037583f764c9e60a6d3866a1d1'  cost=800nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[20] 'f956c736893fcd447b9e5d665bfc3af8'  cost=800nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[21] 'ad7b4dda010b4ba4fa847b6565c3ec40'  cost=800nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[22] 'ea1a8752468e3b544a8bd7a5b87b33f9'  cost=200nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[23] 'e1ee58917d7d0b645859375f6fea0ac6'  cost=200nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[24] '9b79cd1a1b53c8d479915f9209bfe653'  cost=200nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[25] '2330917b630f468479a222ba199072af'  cost=150nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[26] 'e42f15a21a4f5194c8cb1f0d76007077'  cost=150nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[27] 'eb46350230a99614088da8e4d1bd6a58'  cost=150nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[28] '5f5eeed9e36546e4ca7ef57f99385bd7'  cost=800nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[29] '472ba983c6ede8e4687c03745d53efcd'  cost=800nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[30] '2e442bd596803dd4c9d6c539cec0fa04'  cost=800nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[31] '6acdca2f391bc9c43892b943045f6cd0'  cost=750nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[32] '0c315d04d970fef4da8ecbea3a41f478'  cost=750nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[33] 'cc8f0bc4756c42541897d1e6c30a64d4'  cost=750nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[34] 'ef815d15935fbaa4bbc8768c4847a3a7'  cost=40nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[35] 'ffc0a16a820f10e41a86b51712efb4a3'  cost=50nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[36] 'bfaf8912aee5eb84d8deed4d7da8d5d9'  cost=25nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[37] '9d6e63671f5a844429c1651997bfe345'  cost=25nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[38] 'a268b832833f7b14d9731835e9dae00a'  cost=40nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[39] 'f521adf6488957b45b9e1aead5624881'  cost=150nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[40] '2d22058532d2adb4fb956399a7aac726'  cost=150nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[41] '6497fe4cc7110324cbcacf0c2858559c'  cost=40nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[42] '0e4bb9bdf192b0945abf54de809608b9'  cost=500nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]  Group[5] 'RangeExchange_DroneRuleSet'  groupCondition=ALL_OF(GadgetEventQueryComponent[Count=-1608125008])
[Info   :SlimeRancher2-AP] [AP-Dump]   Table[0] 'RangeExchange_DronesTable'  fixedItems=True
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[0] '57b1531788e211c45918169b4ab9af43'  cost=20000nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[1] '57b1531788e211c45918169b4ab9af43'  cost=100000nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump] Category 'DailyDeals'  providers=4
[Info   :SlimeRancher2-AP] [AP-Dump]  Group[0] 'DailyDeals_BaseRuleSet'  groupCondition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]   Table[0] 'DailyDeals_BaseT1Table'  fixedItems=False
[Info   :SlimeRancher2-AP] [AP-Dump]   Table[1] 'DailyDeals_BaseT2Table'  fixedItems=False
[Info   :SlimeRancher2-AP] [AP-Dump]   Table[2] 'DailyDeals_BaseT3Table'  fixedItems=False
[Info   :SlimeRancher2-AP] [AP-Dump]  Group[1] 'DailyDeals_HighTierRuleSet'  groupCondition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]   Table[0] 'DailyDeals_BaseT4Table'  fixedItems=False
[Info   :SlimeRancher2-AP] [AP-Dump]   Table[1] 'DailyDeals_BaseT5Table'  fixedItems=False
[Info   :SlimeRancher2-AP] [AP-Dump]   Table[2] 'DailyDeals_BaseT6Table'  fixedItems=False
[Info   :SlimeRancher2-AP] [AP-Dump]   Table[3] 'DailyDeals_BaseT7Table'  fixedItems=False
[Info   :SlimeRancher2-AP] [AP-Dump]   Table[4] 'DailyDeals_BaseT9Table'  fixedItems=False
[Info   :SlimeRancher2-AP] [AP-Dump]   Table[5] 'DailyDeals_BaseUtilityTable'  fixedItems=False
[Info   :SlimeRancher2-AP] [AP-Dump]  Group[2] 'DailyDeals_BaseToysRuleSet'  groupCondition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]   Table[0] 'DailyDeals_BaseToysTable'  fixedItems=False
[Info   :SlimeRancher2-AP] [AP-Dump]   Table[1] 'SteamExclusiveRandomShopTable'  fixedItems=False
[Info   :SlimeRancher2-AP] [AP-Dump]  Group[3] 'DailyDeals_BaseGadgetBundleRuleSet'  groupCondition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]   Table[0] 'DailyDeals_BaseGadgetBundlesTable'  fixedItems=False
[Info   :SlimeRancher2-AP] [AP-Dump] Category 'CaretakerShop'  providers=2
[Info   :SlimeRancher2-AP] [AP-Dump]  Group[0] 'Caregiver_BaseRuleSet'  groupCondition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]   Table[0] 'Caretaker_BaseFixedTable'  fixedItems=True
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[0] '2fce1d5673d13fd41ae793aa3960205f'  cost=0nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[1] 'a74bf6994ec5a124c81781f245fa0be3'  cost=0nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[2] 'ef3fd97793c9dd541be9dac643e8928a'  cost=0nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[3] '1edaa8a30b902ce4ea599aaef0765aaa'  cost=0nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[4] 'f6dc01dc46a72f64f9592ca5802a8635'  cost=0nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[5] '1cd43ce68b183c94b9bf7b54d4acee89'  cost=0nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[6] '979f59ee069245b419d330d00484e8f4'  cost=0nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[7] '56592905d6e67724ea3dbbcee8492c50'  cost=0nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[8] 'fd8af64bd527d77468baca5f9f499761'  cost=0nb  condition=ANY_OF(IdentifiableEventQueryComponent[Count=-1608125008] , IdentifiableEventQueryComponent[Count=-1608125008] , IdentifiableEventQueryComponent[Count=-1608125008])
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[9] '37f6cd0a0f8c0634493abb0e2d6d0102'  cost=0nb  condition=ANY_OF(IdentifiableEventQueryComponent[Count=-1608125008] , IdentifiableEventQueryComponent[Count=-1608125008] , IdentifiableEventQueryComponent[Count=-1608125008] , IdentifiableEventQueryComponent[Count=-1608125008])
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[10] '185170cc7e925414a80e87acb390288f'  cost=0nb  condition=ANY_OF(IdentifiableEventQueryComponent[Count=-1608125008] , IdentifiableEventQueryComponent[Count=-1608125008] , IdentifiableEventQueryComponent[Count=-1608125008] , IdentifiableEventQueryComponent[Count=-1608125008] , IdentifiableEventQueryComponent[Count=-1608125008])
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[11] 'a313d7c22904c9147ae8e32ef80d8620'  cost=0nb  condition=ANY_OF(IdentifiableEventQueryComponent[Count=-1608125008] , IdentifiableEventQueryComponent[Count=-1608125008] , IdentifiableEventQueryComponent[Count=-1608125008] , IdentifiableEventQueryComponent[Count=-1608125008] , IdentifiableEventQueryComponent[Count=-1608125008])
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[12] '25d2a506e79a7f940b157f56cdbbf89d'  cost=0nb  condition=ANY_OF(IdentifiableEventQueryComponent[Count=-1608125008] , IdentifiableEventQueryComponent[Count=-1608125008] , IdentifiableEventQueryComponent[Count=-1608125008] , IdentifiableEventQueryComponent[Count=-1608125008] , IdentifiableEventQueryComponent[Count=-1608125008])
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[13] 'b9e33b8aa35cce74a97983f25135c449'  cost=0nb  condition=ANY_OF(IdentifiableEventQueryComponent[Count=-1608125008] , IdentifiableEventQueryComponent[Count=-1608125008] , IdentifiableEventQueryComponent[Count=-1608125008] , IdentifiableEventQueryComponent[Count=-1608125008])
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[14] '5bdc1bb1ddd8e43489a2c2e95e9c469b'  cost=0nb  condition=ANY_OF(IdentifiableEventQueryComponent[Count=-1608125008] , IdentifiableEventQueryComponent[Count=-1608125008] , IdentifiableEventQueryComponent[Count=-1608125008] , IdentifiableEventQueryComponent[Count=-1608125008])
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[15] '70fe53afd29b67c4f88988ba60c977f4'  cost=0nb  condition=ANY_OF(IdentifiableEventQueryComponent[Count=-1608125008] , IdentifiableEventQueryComponent[Count=-1608125008] , IdentifiableEventQueryComponent[Count=-1608125008] , IdentifiableEventQueryComponent[Count=-1608125008])
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[16] 'fb1a2e5e0020b634788161c582902843'  cost=0nb  condition=ANY_OF(IdentifiableEventQueryComponent[Count=-1608125008] , IdentifiableEventQueryComponent[Count=-1608125008] , IdentifiableEventQueryComponent[Count=-1608125008])
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[17] '4504481588097b547976ae02f7286b5e'  cost=0nb  condition=ANY_OF(IdentifiableEventQueryComponent[Count=-1608125008] , IdentifiableEventQueryComponent[Count=-1608125008] , IdentifiableEventQueryComponent[Count=-1608125008] , IdentifiableEventQueryComponent[Count=-1608125008])
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[18] '600f8c497decbc54b9f5b5c222966e9c'  cost=0nb  condition=ANY_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[19] '8c6c52f486158d142ab68f83c875f073'  cost=0nb  condition=ANY_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[20] '101ef417af3141e4f80927a733bcdd0d'  cost=0nb  condition=ANY_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[21] '5043c596b96fb7c43a89fb3a870e9406'  cost=0nb  condition=ANY_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[22] '694c62a80230a1b44aaafa0f96117218'  cost=0nb  condition=ANY_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[23] '35b849268275a54448467d25506ff9d6'  cost=0nb  condition=ANY_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[24] 'adaac61367fc06b49a118f7d718ffcfe'  cost=0nb  condition=ANY_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[25] '8ad7a73516667d24693597358aabeb78'  cost=0nb  condition=ANY_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[26] '7e99b8f2e0e77bc44904c4b0f666bb27'  cost=0nb  condition=ANY_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[27] '7c8d6279c69a9dc4392f82a34bd8db66'  cost=0nb  condition=ANY_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[28] '39ceb41da28b6be488cc93db89f4ac18'  cost=0nb  condition=ANY_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[29] '6d20e1ef3504629469bc1036526656c5'  cost=0nb  condition=ANY_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[30] '46e920905e7a461478a9e0e7ba965321'  cost=0nb  condition=ANY_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[31] '72355c7092361f040a31f749efa1820a'  cost=0nb  condition=ANY_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[32] '5f7348b025f8dc34bac4a2c83c6ae5d4'  cost=0nb  condition=ANY_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[33] 'c614bac968df7674cb1a15b7ab47f7d0'  cost=0nb  condition=ANY_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]  Group[1] 'Caretaker_ProgressiveRoomRuleSet'  groupCondition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]   Table[0] 'Caretaker_ProgressiveRoomTable'  fixedItems=True
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[0] 'bf970cd2a7de5f64897892dad660b395'  cost=0nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[1] '3f04e98aa7b06824caf2276ed3593622'  cost=0nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[2] '315e9ada81d51704694f4f6a5357e5d8'  cost=0nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[3] '1279d05ffe4cfeb4690d66a3eb8f4227'  cost=0nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump]    Item[4] '962fa92c814b3b040a884a2f8fea4c5b'  cost=0nb  condition=ALL_OF()
[Info   :SlimeRancher2-AP] [AP-Dump] ===== SHOP CONDITION DUMP END =====
