[Info   :SlimeRancher2-AP] [AP-Dump] ========== GADGET DUMP (357) ==========
[Info   :SlimeRancher2-AP] [AP-Dump] Gadget  name='trellisSmall'
[Info   :SlimeRancher2-AP] [AP-Dump] Gadget  name='TripleHydroTurret'
[Info   :SlimeRancher2-AP] [AP-Dump] Gadget  name='TwistyOvergrownTree'
[Info   :SlimeRancher2-AP] [AP-Dump] Gadget  name='TwistyOvergrownTreePrismatic'
[Info   :SlimeRancher2-AP] [AP-Dump] Gadget  name='UmbrellaBeach'
[Info   :SlimeRancher2-AP] [AP-Dump] Gadget  name='UmbrellaBeachPinkLemonade'
[Info   :SlimeRancher2-AP] [AP-Dump] Gadget  name='UmbrellaBeachTeal'
[Info   :SlimeRancher2-AP] [AP-Dump] Gadget  name='UmbrellaCherryBlossom'
[Info   :SlimeRancher2-AP] [AP-Dump] Gadget  name='UmbrellaMoonflower'
[Info   :SlimeRancher2-AP] [AP-Dump] Gadget  name='UmbrellaSunflower'
[Info   :SlimeRancher2-AP] [AP-Dump] Gadget  name='UmbrellaSunflowerPeach'
[Info   :SlimeRancher2-AP] [AP-Dump] Gadget  name='VioletSwirlShroom'
[Info   :SlimeRancher2-AP] [AP-Dump] Gadget  name='VioletSwirlShroomPrismatic'
[Info   :SlimeRancher2-AP] [AP-Dump] Gadget  name='WallLighting'
[Info   :SlimeRancher2-AP] [AP-Dump] Gadget  name='WarpDepotAmber'
[Info   :SlimeRancher2-AP] [AP-Dump] Gadget  name='WarpDepotBerry'
[Info   :SlimeRancher2-AP] [AP-Dump] Gadget  name='WarpDepotBlue'
[Info   :SlimeRancher2-AP] [AP-Dump] Gadget  name='WarpDepotGold'
[Info   :SlimeRancher2-AP] [AP-Dump] Gadget  name='WarpDepotGreen'
[Info   :SlimeRancher2-AP] [AP-Dump] Gadget  name='WarpDepotGrey'
[Info   :SlimeRancher2-AP] [AP-Dump] Gadget  name='WarpDepotPink'
[Info   :SlimeRancher2-AP] [AP-Dump] Gadget  name='WarpDepotRed'
[Info   :SlimeRancher2-AP] [AP-Dump] Gadget  name='WarpDepotSnowy'
[Info   :SlimeRancher2-AP] [AP-Dump] Gadget  name='WarpDepotViolet'
[Info   :SlimeRancher2-AP] [AP-Dump] Gadget  name='Wheelbarrow'
[Info   :SlimeRancher2-AP] [AP-Dump] Gadget  name='WindChimes'
[Info   :SlimeRancher2-AP] [AP-Dump] Gadget  name='WindSocks'
[Info   :SlimeRancher2-AP] [AP-Dump] Gadget  name='WoodenFence'
[Info   :SlimeRancher2-AP] [AP-Dump] Gadget  name='YellowReefBush'
[Info   :SlimeRancher2-AP] [AP-Dump] Gadget  name='YoungCedaroak'
[Info   :SlimeRancher2-AP] [AP-Dump] =========== GADGET DUMP END ===========
